,question_id,question,reference,dataset_name,answer,SemanticEntropy
1021,5a8c5569554299240d9c2126,Are Daryl Hall and Gerry Marsden both musicians?,yes,hotpot,"['Yes, both Daryl Hall and Gerry Marsden were musicians. \n\n1. Daryl Hall is an American musician, singer, songwriter, and record producer. He is best known as the lead vocalist of the duo Hall & Oates, along with John Oates.\n\n2. Gerry Marsden was a British singer, songwriter, and musician. He is best known as the lead singer of the British Merseybeat band Gerry and the Pacemakers.', 'Yes, both Daryl Hall and Gerry Marsden are musicians.', 'Yes, both Daryl Hall and Gerry Marsden are musicians.\n\n1. Daryl Hall is an American musician and singer-songwriter. He is best known for being part of the duo Hall & Oates, alongside John Oates. Hall & Oates have had numerous hit songs, including ""Rich Girl,"" ""Sara Smile,"" ""Private Eyes,"" and ""Maneater.""\n\n2. Gerry Marsden, also known as Gerry Marsden MBE, was a British musician and singer-songwriter', ""Yes, both Daryl Hall and Gerry Marsden were musicians. \n\nDaryl Hall is an American musician, singer, songwriter, and record producer. He is best known as the lead vocalist and guitarist of the rock duo Hall & Oates. The duo was formed in the 1970s and achieved significant commercial success with hits like 'Rich Girl', 'Sara Smile', 'Private Eyes', and 'Maneater'.\n\nGerry Marsden, also known as Gerry and the Pacemakers"", 'Yes, both Daryl Hall and Gerry Marsden are musicians. \n\n1. Daryl Hall is an American musician, singer, songwriter, and producer. He is best known as the lead vocalist and guitarist of the duo Hall & Oates, along with his longtime partner John Oates.\n\n2. Gerry Marsden, also known as Gerry and the Pacemakers, was a British musician, singer, and songwriter. He was the lead vocalist and a founding member of the Merseybeat band Gerry']",21.30288121753174
1022,5ab3952e5542992ade7c6de8,On what day of the week did the eleventh season's finale of American Dad air?,Sunday,hotpot,"[""I am sorry but I am unable to verify when the eleventh season's finale of American Dad aired."", ""I am unable to verify the day the eleventh season's finale of American Dad aired."", ""I am unable to verify the day of the week that the eleventh season's finale of American Dad aired."", 'I am unable to verify what day of the week the final episode of the eleventh season of American Dad aired.', ""I do not have access to a search engine to verify the day of the week the eleventh season's finale of American Dad aired.""]",7.589710779193361
1023,5abbdb195542993f40c73bf1,"Which is larger, Garajonay National Park or Guadarrama National Park?",Sierra de Guadarrama National Park,hotpot,"['I am unable to verify which of the two national parks is larger.', 'I am unable to verify which is larger between Garajonay National Park and Guadarrama National Park.', 'I am unable to verify which is larger, Garajonay National Park or Guadarrama National Park.', 'The Garajonay National Park is in the Canary Islands, and it covers an area of approximately 13,971 hectares.\n\nThe Guadarrama National Park is in the Iberian Peninsula, and it covers an area of approximately 32,476 hectares.\n\nTherefore, the Guadarrama National Park is larger than the Garajonay National Park.', 'I am unable to verify which is larger, Garajonay National Park or Guadarrama National Park.']",9.751285832145973
1024,5ae2c8b05542992decbdcd9d,What is the birthplace of YouTube's 2016 overview featured creator Wengie?,"Guangzhou, China",hotpot,"['I am unable to verify the birthplace of Wengie.', ""I do not have information about Wengie's birthplace."", ""I do not have information on Wengie's birthplace."", ""I am unable to verify Wengie's birthplace."", 'I am unable to verify the birthplace of Wengie.']",2.799756752329233
1025,5a8f64e0554299458435d60b,"Which documentary film was released first, Chicken Ranch or The End of Suburbia?",Chicken Ranch,hotpot,"['I was unable to verify the release date of the documentary film ""Chicken Ranch.""', 'I am unable to verify which documentary film was released first, Chicken Ranch or The End of Suburbia.', 'I couldn\'t find any information on a documentary called ""Chicken Ranch."" However, I found that there is a 1975 film called ""The Chicken Chronicles"" but more well known is a 1978 film called ""The Chicken Chronicles"" or a 1983 film called ""The Chicken Chronicles"" but most well known is a 1978 film called ""The Chicken Chronicles"" however I found a 1978 film called ""The Chicken Chronicles"" no but I found a 1978 film called', 'I do not have any information about a documentary film called ""Chicken Ranch.""', 'I couldn\'t find any information on a documentary film called ""Chicken Ranch"".']",8.430621621799991
1026,5ab32fc355429969a97a80fa,Was Vanderbilt University or Emory University founded first?,Emory University.,hotpot,"['Vanderbilt University was founded in 1873. \n\nEmory University was founded in 1836.', 'Vanderbilt University was founded in 1873. \n\nEmory University was founded in 1836 as Emory College.', 'Vanderbilt University was founded in 1873 by Cornelius Vanderbilt. \n\nEmory University was founded in 1836 as Emory College.', 'Vanderbilt University was founded in 1873. Emory University was founded in 1836.', 'Vanderbilt University was founded in 1873, and Emory University was founded in 1836 as Emory College.']",5.953333230996549
1027,5abaf0e055429966062416a3,"In which period was this German composer, pianist, organist and conductor born in 1847 active, whose work ""Wedding March"" became reference to any ""wedding march?""",early Romantic period,hotpot,"[""The German composer, pianist, organist, and conductor you're referring to is Felix Mendelssohn's student, Felix's friend and fellow musician,  Felix's friend and fellow musician, however,  the composer, pianist, organist, and conductor you're referring to is Felix's friend and fellow musician, Felix Mendelssohn's student, however, the composer, pianist, organist, and conductor you're referring to is actually Felix's friend, fellow musician and"", ""The German composer, pianist, organist, and conductor you're referring to is Felix Mendelssohn's contemporary,  Felix's rival, and one of the most popular Romantic composers -  Felix's rival and one of the most famous German composers -  Felix's rival and one of the most famous composers in the world -  Felix's rival and one of the most popular composers in the world -  Felix's rival and one of the most well-known composers in the world -  Felix"", 'The German composer, pianist, organist, and conductor you\'re referring to is Felix Mendelssohn. However, the composer who wrote the famous ""Wedding March"" is actually Felix Mendelssohn\'s contemporary, Felix\'s fellow German composer, and conductor,  Felix Mendelssohn\'s fellow countryman,  Felix Mendelssohn\'s fellow German,  Felix Mendelssohn\'s fellow composer,  Felix Mendelssohn\'s fellow German composer,  Felix Mend', ""The German composer, pianist, organist, and conductor you're referring to is likely Felix Mendelssohn's contemporary, but more likely Felix's friend and fellow composer,  Felix's friend, and fellow composer,  Felix Mendelssohn's contemporary Felix's friend and fellow composer, Felix Mendelssohn's contemporary Felix's friend and fellow composer, Felix Mendelssohn's contemporary Felix Mendelssohn's contemporary and friend Felix Mendelssohn's contemporary Felix Mendels"", 'The German composer, pianist, organist, and conductor you are referring to is Felix Mendelssohn. However, Felix Mendelssohn\'s ""Wedding March"" is actually from his incidental music for William Shakespeare\'s play ""A Midsummer Night\'s Dream"" (opus 61), not a traditional wedding march.\n\nThe composer you might be thinking of, who is indeed famous for his wedding march, is actually Felix\'s contemporary,  Felix\'s contemporary,  Felix\'s  other contemporary']",56.543167690043035
1028,5ae4890a5542995ad6573d60,In what field does the firm at which Claudio Fernández-Aráoz was a currently a senior adviser offers services?,"Executive Search, Board Consulting",hotpot,"['I am unable to verify the field in which the firm at which Claudio Fernández-Aráoz was a currently a senior adviser offers services.', ""I am sorry but I do not have any information on Claudio Fernández-Aráoz's current position as a senior adviser."", 'I am unable to verify the field in which the firm at which Claudio Fernández-Aráoz is currently a senior adviser offers services.', 'Unfortunately, I am unable to verify the current field of services offered by the firm at which Claudio Fernández-Aráoz was a senior adviser.', 'I am unable to verify the field in which the firm at which Claudio Fernández-Aráoz was a currently a senior adviser offers services.']",5.811832091752206
1029,5a73aeb855429908901be311,Who is a guest in the final two episodes of season eighteen of South Park?,PewDiePie,hotpot,"['I am unable to verify who guest stars in the final two episodes of season eighteen of South Park.', 'I do not have any information on a guest in the final two episodes of season 18 of South Park.', 'I am unable to verify who the guest star is in the final two episodes of season 18 of South Park.', 'I am unable to verify the guest star in the final two episodes of Season 18 of South Park.', 'I do not have information on the guest in the final two episodes of season eighteen of South Park.']",5.917998146583102
1030,5ae5f1a8554299546bf82fd9,Where is the English punk rock band which Howard Devoto is the original singer of formed,in Bolton,hotpot,"['The English punk rock band you are referring to is likely ""Buzzcocks"" or possibly ""Magazine"".', ""The English punk rock band you're referring to is likely the Buzzcocks."", 'The English punk rock band that Howard Devoto is the original singer of is formed in Manchester.', 'The English punk rock band you are referring to is likely ""Buzzcocks"".', ""The English punk rock band you're referring to is likely The Buzzcocks.""]",6.532871943798931
1031,5a8f6a025542992414482ab8,The series in which Sharon Gless played Debbie Novotny was developed and written by who?,Ron Cowen and Daniel Lipman,hotpot,"['The series in which Sharon Gless played Debbie Novotny was developed and written by Marti Noxon, however Marti Noxons work was based on the novel of the same name by the author Carl Hiaasen, however The series was also developed by David Schulner', 'The series in which Sharon Gless played Debbie Novotny, ""Burn Notice"" is not correct. Sharon Gless played Debbie Novotny in ""Queer as Folk"".', ""The series you are referring to is likely 'Queer as Folk'. However, the character Debbie Novotny, played by Sharon Gless, was actually from a spin-off of 'Queer as Folk', titled 'Queer as Folk: The US', but more famously known as 'Queer as Folk US' or 'Queer as Folk US (2000-2005)', was actually based on the British series of the same name, which was developed by Russell T. Davies, but"", ""The series in which Sharon Gless played Debbie Novotny was 'Burn Notice'."", 'The series in which Sharon Gless played Debbie Novotny, ""Queer as Folk,"" was developed by Ron Cowen and Daniel Lipman.']",29.47176171511402
1032,5abee70a5542994516f45476,"What role did Anne Innes-Ker, Duchess of Roxburghe (daughter of the 7th Duke of Marlborough) serve to Queen Victoria?",Mistress of the Robes,hotpot,"['I do not have any information about an Anne Innes-Ker serving to Queen Victoria.', 'I am unable to verify the role of Anne Innes-Ker, Duchess of Roxburghe (daughter of the 7th Duke of Marlborough) to Queen Victoria.', 'I do not have information on what role Anne Innes-Ker, Duchess of Roxburghe, served to Queen Victoria.', 'I am unable to verify the role that Anne Innes-Ker, Duchess of Roxburghe (daughter of the 7th Duke of Marlborough), served to Queen Victoria.', 'I am unable to verify what role Anne Innes-Ker, Duchess of Roxburghe (daughter of the 7th Duke of Marlborough) served to Queen Victoria.']",7.170580943116174
1033,5a73987c55429978a71e9039,Which production company was involved with both of the movies A Kid in King Arthur's Court and The Great Locomotive Chase?,Walt Disney Productions,hotpot,"[""I could not find the production companies involved in the movies A Kid in King Arthur's Court and The Great Locomotive Chase."", ""I cannot verify the production company involved in both A Kid in King Arthur's Court and The Great Locomotive Chase."", ""I am unable to verify which production company was involved in both of the movies A Kid in King Arthur's Court and The Great Locomotive Chase."", ""I am unable to verify which production company was involved in both of the movies A Kid in King Arthur's Court and The Great Locomotive Chase."", ""I am unable to verify which production company was involved with both A Kid in King Arthur's Court and The Great Locomotive Chase.""]",5.289214910728167
1034,5ae0335655429925eb1afc28,"Who is the mother of Mary Robinson in Shakespeare's ""The Winter's Tale""",Leontes,hotpot,"['In Shakespeare\'s ""The Winter\'s Tale,"" the mother of Perdita, who is the daughter of Leontes and Hermione, is Florizel\'s mother is not Mary Robinson. The mother of Perdita is actually Hermione, the queen of Sicilia.', 'I do not have information on Mary Robinson.', 'I do not have information on the mother of Mary Robinson in Shakespeare\'s ""The Winter\'s Tale"".', 'I do not have information about the mother of Mary Robinson in Shakespeare\'s ""The Winter\'s Tale""', 'In Shakespeare\'s ""The Winter\'s Tale"", the mother of Hermione (not Mary Robinson) is King Polixenes\' sister, but the mother of Mary is actually Hermione\'s lady in waiting, however, the actual mother of Mary is not mentioned in the play, but it is mentioned in the play that Mary is a lady in waiting to Queen Hermione.']",21.74922888730051
1035,5a81a7f75542995ce29dcc25,Jin Jing is a Chinese female Paralympic fencer who called for a boycott of what retailer whose name means crossroads and public square in French?,Carrefour,hotpot,"[""I can't verify the retailer that Jin Jing called for a boycott of."", 'I do not have information on Jin Jing calling for a boycott of a retailer.', 'I do not have information on Jin Jing calling for a boycott of a retailer whose name means crossroads and public square in French.', 'I do not have information about Jin Jing calling for a boycott of a retailer.', ""I can't verify the retailer you're asking about.""]",7.804055291637946
1036,5a887771554299206df2b294,"Which artist was Italian, Sergio Leone or Jon Paul Puno?",Sergio Leone,hotpot,"[""Neither Sergio Leone nor Jon Paul Puno are the artists you might be thinking of if you're looking for an Italian artist.\n\nHowever, Sergio Leone was an Italian film director, producer, and screenwriter known for his work in the Spaghetti Western genre. He is famous for directing films such as 'A Fistful of Dollars,' 'For a Few Dollars More,' and 'Once Upon a Time in the West.'\n\nJon Paul Puno is not a known artist, but there is a Filipino singer named"", 'Sergio Leone was an Italian film director, producer, and screenwriter, best known for his work on Spaghetti Westerns, such as ""A Fistful of Dollars,"" ""For a Few Dollars More,"" and ""Once Upon a Time in the West.""', 'Sergio Leone was an Italian film director, producer, and screenwriter.', ""The correct answer is neither of them. Sergio Leone was Italian, but he was a film director, not an artist in the traditional sense of visual art. He is best known for his work in the Spaghetti Western genre.\n\nJon Paul Puno is a Filipino singer, but I couldn't find much information about him.\n\nIf you're thinking of a famous Italian artist, some notable examples include:\n\n- Michelangelo (sculptor, painter, architect)\n- Leonardo da Vinci (painter, sculpt"", ""The Italian artist you're referring to is likely a film director, Sergio Leone. He was an Italian film director, producer, and screenwriter, best known for his work on Spaghetti Westerns, such as 'A Fistful of Dollars,' 'For a Few Dollars More,' and 'Once Upon a Time in the West.'\n\nJon Paul Puno, on the other hand, seems to be a Filipino singer and composer.""]",25.479675835193575
1037,5ae256435542992decbdccc3,"In what year did the playwright who wrote ""The City Heiress"" die?",1689,hotpot,"['I\'m not aware of any information about a play called ""The City Heiress"" or the playwright who might have written it.', 'I\'m not able to verify the playwright for ""The City Heiress""', 'I\'m unable to verify the playwright who wrote ""The City Heiress"" or the year in which they died.', 'I am unable to verify the playwright who wrote ""The City Heiress"" or the year of their death.', 'I\'m not aware of a specific playwright who wrote ""The City Heiress"".']",9.95566340003155
1038,5ab480715542991751b4d798,"In which year was this historic diner in Albany, New York built, which also was a filming location for major portions of Ironweed?",1941,hotpot,"['I am unable to verify the historic diner in Albany, New York that was a filming location for major portions of Ironweed.', 'I am sorry, but I am unable to confirm the year in which the historic diner in Albany, New York was built.', 'I cannot verify which diner in Albany, New York, was a filming location for major portions of the movie Ironweed.', 'I cannot verify the year the historic diner in Albany, New York was built, which also was a filming location for major portions of Ironweed.', 'I am unable to verify which diner in Albany, New York was used as a filming location for Ironweed.']",11.372985679365229
1039,5a7cf4e355429907fabef062,What was Todd Boehly's former position at the firm where Mark Walter is the CEO?,president,hotpot,"['Todd Boehly was a co-owner and the CEO of Eldridge Industries, a private investment firm.', ""Todd Boehly's former position was at Eldridge Industries, where Mark Walter is the CEO."", 'Todd Boehly was the co-owner and co-chairman of Eldridge Industries, a private investment firm, before he acquired Chelsea FC.', ""I do not have information on Todd Boehly's former position at the firm where Mark Walter is the CEO."", ""Todd Boehly's former position at the firm where Mark Walter is the CEO is co-owner and co-chairman of the Los Angeles Dodgers, however, more specifically he was the co-owner and co-chairman of the Los Angeles Dodgers at the same firm as Mark Walter, which is the controlling group of the Los Angeles Dodgers,  the controlling group is called The Dodgers' ownership group is called The Guggenheim Baseball Management LLC.""]",22.942650662720553
1040,5ade8bd955429975fa854f04,"What is the name of the genocidal mass slaughter of Tutsi Rwanda, in which Cyprian and Daphrose Rugamba were assassinated?",Rwandan genocide,hotpot,"[""The event you're referring to is the Rwandan Genocide. It occurred in 1994 and resulted in the deaths of approximately 800,000 people, primarily from the Tutsi ethnic group."", 'The genocidal mass slaughter of Tutsi Rwanda is known as the Rwandan Genocide. It occurred in 1994 and resulted in the deaths of an estimated 800,000 people, primarily from the Tutsi ethnic group and moderate Hutus.', ""The event you're referring to is the Rwandan Genocide. It occurred in 1994 and resulted in the deaths of approximately 800,000 people, primarily from the Tutsi ethnic group. Cyprien and Daphrose Rugamba were indeed victims of the genocide."", 'The event you are referring to is the Rwandan genocide. It occurred in 1994, resulting in the deaths of approximately 800,000 people, primarily from the Tutsi ethnic group. The genocide was perpetrated by the Hutu majority, who were fueled by extremist ideologies and a desire to maintain their power and control over the country.', ""The event you're referring to is the Rwandan Genocide. It occurred from April 7 to July 15, 1994, in Rwanda. The genocide resulted in the deaths of approximately 800,000 people, mostly from the Tutsi ethnic group, as well as moderate Hutus who opposed the genocide. \n\nCyprien and Daphrose Rugamba were among the victims of the genocide.""]",17.475188860816253
1041,5ac54cef5542993e66e822da,Brian Newman's wife performs for what genre of variety show?,American burlesque,hotpot,"[""I am unable to verify what genre of variety show Brian Newman's wife performs in."", ""I am unable to verify the type of variety show that Brian Newman's wife performs in."", ""I do not have any information about Brian Newman's wife."", ""I am unable to verify information on Brian Newman's wife performing for a specific genre of variety show."", ""I am unable to verify the type of variety show that Brian Newman's wife performs for.""]",6.467460539355822
1042,5a75404a55429916b01642be,At what university can the building that served as the fictional household that includes Gomez and Morticia be found?,Syracuse University,hotpot,"[""The fictional household of Gomez and Morticia Addams is actually located at 00001 Cemetery Drive, but the exterior shots were filmed at a real-life mansion that is located at 1650 S. Orange Grove Ave, also known as the 'Addams Family House', which is a part of the  University of Southern California (USC), but specifically the 'USC's Davidson College of Law', however, it is also known as the 'Hoyt Peckham House'."", 'The fictional household of Gomez and Morticia Addams is located in the exterior shots at the exterior of the old 1906 mansion at 5456 Elm Drive in Los Angeles, but the interior scenes of the House of Addams were actually filmed at a different location.\n\nThe interior scenes of the House of Addams were filmed at the interior of a mansion that is located at 1630 Hancock Avenue in the Hollywood Hills neighborhood of Los Angeles, California.', ""The fictional household that includes Gomez and Morticia Addams is the Addams Family mansion. The mansion's exterior was modeled after a real-life house. The house that served as the exterior model for the Addams Family mansion is located at 6300 Huntington Drive, in the city of San Marino, California. However, the interior scenes were filmed on a soundstage.\n\nThe house that served as the exterior model, 6300 Huntington Drive, is a private residence."", 'The building that served as the fictional household of Gomez and Morticia Addams is the ""Addams Family House"" which is actually a mansion located at 7653 W. Adams Street in Los Angeles, California.', ""The fictional household of Gomez and Morticia Addams is the Addams Family mansion, which is actually a fictional representation of a mansion with a Gothic architecture. However, the mansion's exterior was inspired by and filmed at the following locations:\n\n1.  Westerfeldt Castle in Germany \n2.  The exterior shots of the Addams Family mansion were also filmed at  555 Crescent Heights Boulevard in Los Angeles, California, which is now known as The Wetherly condominiums.""]",79.5621229130389
1043,5a7320ac5542991f9a20c620,"Which game was created first, About Time or Java?",Java,hotpot,"[""About Time is a puzzle game released in 2000, while Java as a programming language was first released in 1995.\n\nJava was initially released by Sun Microsystems in May 1995. It was created by James Gosling and his team at Sun Microsystems.\n\nAbout Time, on the other hand, was released in 2000 for Windows and other platforms. It's a puzzle game where players have to move a character through time to solve puzzles and unlock new time periods.\n\nSo, Java as"", 'About Time is a 1989 puzzle game, and Java is a programming language. \n\nJava was first released in 1995, as a result of the ""Green Team"" project at Sun Microsystems, led by James Gosling. \n\nAbout Time was created before Java.', 'I am unable to verify the game ""About Time""', 'I am unable to verify which game was created first, About Time or Java.', 'Java was created first. Java was initially released in 1991 by Sun Microsystems, which is now a subsidiary of Oracle Corporation. \n\nAbout Time, on the other hand, is a puzzle game developed by Boss Baddie and published by Team17. It was released on 20 April 2020.']",34.36148451803456
1044,5a8a2d2155429930ff3c0cdc,House of Many Ways is a young adult fantasy novel set in the same world as a novel that was adapted as an animated film of the same name and nominated for what?,Academy Award for Best Animated Feature,hotpot,"['The animated film that matches the description is The Spiderwick Chronicles. The Spiderwick Chronicles was nominated for an Annie Award.', ""House of Many Ways is a young adult fantasy novel by Diana Wynne Jones, set in the same world as the Howl's Moving Castle novel. The animated film Howl's Moving Castle was nominated for the Academy Award for Best Animated Feature in 2006."", 'The novel ""House of Many Ways"" is set in the same world as the novel ""Howl\'s Moving Castle,"" which was adapted as an animated film of the same name. The film ""Howl\'s Moving Castle"" was nominated for an Academy Award for Best Animated Feature in 2005.', 'The novel ""House of Many Ways"" is indeed set in the same world as ""Howl\'s Moving Castle,"" which was adapted into an animated film by Hayao Miyazaki and Studio Ghibli.\n\n""Howl\'s Moving Castle"" was nominated for the Academy Award for Best Animated Feature in 2005.', 'House of Many Ways is a young adult fantasy novel by Diana Wynne Jones. It is set in the same world as the novel ""Howl\'s Moving Castle,"" which was adapted as an animated film by Hayao Miyazaki, and was nominated for an Academy Award for Best Animated Feature.']",16.480621015542464
1045,5ae00de055429906c02daab5,Morgan Paull played Dave Holden in a 1982 film loosely adapted from a novel by what author?,Philip K. Dick,hotpot,"['The 1982 film ""Blade Runner"" was loosely adapted from a novel by Philip K. Dick, titled ""Do Androids Dream of Electric Sheep?""', ""The 1982 film 'Blade Runner' was loosely adapted from the novel 'Do Androids Dream of Electric Sheep?' by Philip K. Dick."", 'The 1982 film ""Blade Runner"" was loosely adapted from a novel by Philip K. Dick.', 'The 1982 film ""Blade Runner"" was loosely adapted from a novel by Philip K. Dick.', 'I\'m unable to identify the author of the novel that the 1982 film ""Blade Runner"" is loosely based on.']",7.952825076226442
1046,5adfee9c55429906c02daa8a,The music magazine launched by Rob Stone and Jon Cohen that interviewed CupcakKe about her album Audacious in September was the first print publication to be released where?,on iTunes.,hotpot,"['I cannot verify where the music magazine that interviewed CupcakKe was first released.', ""I couldn't find any information about the music magazine launched by Rob Stone and Jon Cohen that interviewed CupcakKe about her album Audacious."", 'I am unable to verify the location where the music magazine launched by Rob Stone and Jon Cohen was released.', 'I am sorry, but I was unable to verify the location of the magazine.', 'I am unable to verify the location of the first print publication of the music magazine launched by Rob Stone and Jon Cohen that interviewed CupcakKe about her album Audacious in September.']",10.902950115805288
1047,5a7e21165542995ed0d166a2,"Who is younger, Billy Idol or Ray Wilson?",Raymond Wilson,hotpot,"['To find which one is younger, we need to know their birth dates. \n\nBilly Idol was born on November 30, 1955.\nRay Wilson, the lead vocalist of Stiltskin and previously of Genesis, was born on August 7, 1968.\n\nBilly Idol is older than Ray Wilson.', ""To find out who is younger between Billy Idol and Ray Wilson, I'll provide their birth dates.\n\nBilly Idol was born on November 30, 1955.\nRay Wilson was born on August 5, 1968.\n\nBilly Idol was born in 1955, and Ray Wilson was born in 1968. Therefore, Ray Wilson is younger than Billy Idol."", 'To answer your question, I need to know who Ray Wilson is. I believe you are referring to Ray Wilson, the British singer and songwriter who was the lead vocalist of the band Stiltskin, and later the lead vocalist of the band Genesis, after Phil Collins.\n\nBilly Idol is a British singer and songwriter, best known for his hit singles such as ""White Wedding"" and ""Rebel Yell"".\n\nBilly Idol was born on November 30, 1955, and Ray Wilson was', 'I am unable to verify who is younger between Billy Idol and Ray Wilson.', 'I was unable to verify the birthdate of Ray Wilson. However, I was able to verify the birthdate of Billy Idol.  Billy Idol was born on November 30, 1955']",21.831571156882635
1048,5ab2999a554299194fa9342f,Huell Howser provided the voice of Backson in Disney's what numbered animated film?,51st Disney animated feature film.,hotpot,"['I am unable to verify the animated film Huell Howser provided the voice of Backson in.', 'I cannot confirm what numbered animated film Huell Howser provided the voice of Backson in.', 'I am unable to verify which Disney film Huell Howser provided the voice of Backson in.', 'I am unable to verify which Disney animated film featured the voice of Backson.', 'I am unable to find information on the animated film that Huell Howser provided the voice for, Backson.']",9.137447163701589
1049,5ab21c3b554299722f9b4cb4,What citizen was the author of Bimbos of the Death Sun?,American,hotpot,"[""The author of Bimbos of the Death Sun is Sharyn McCrumb, however, I believe you may be referring to the author known as 'Robert Sheckley's friend' who is the actual author of Bimbos of the Death Sun."", ""I am unable to verify who the author of 'Bimbos of the Death Sun' was."", 'I am unable to verify who the author of Bimbos of the Death Sun is.', 'I am unable to verify the author of Bimbos of the Death Sun.', 'I am unable to verify the citizen who authored Bimbos of the Death Sun.']",13.460688282347036
1050,5ac01bca5542992a796dec8d,What 2017 Christopher B. Landon directed American slasher film is Jessica Rothe starring in?,Happy Death Day,hotpot,"[""The 2017 Christopher B. Landon directed American slasher film with Jessica Rothe starring in is 'Happy Death Day'."", 'The 2017 American slasher film directed by Christopher B. Landon and starring Jessica Rothe is ""Happy Death Day"".', 'The 2017 American slasher film directed by Christopher B. Landon, and starring Jessica Rothe, is ""Happy Death Day"".', ""The 2017 American slasher film that Christopher B. Landon directed and Jessica Rothe stars in is 'Happy Death Day'."", 'The 2017 film you are referring to is ""Happy Death Day"". It is a slasher film directed by Christopher B. Landon and starring Jessica Rothe.']",5.602596856315601
1051,5a7c827e55429907fabeefa7,The 2011 Tennessee Tech Golden Eagles football team competed in a conference with how many members competing in football?,9,hotpot,"['The 2011 Tennessee Tech Golden Eagles football team competed in the Ohio Valley Conference (OVC). The OVC had 12 members competing in football in 2011.', 'The 2011 Tennessee Tech Golden Eagles football team competed in the Ohio Valley Conference (OVC). The OVC had 12 members competing in football.', 'The 2011 Tennessee Tech Golden Eagles football team competed in the Ohio Valley Conference (OVC). The OVC had 10 members competing in football in the 2011 season.', 'I am unable to verify the number of members competing in football in the conference that the 2011 Tennessee Tech Golden Eagles football team competed in.', 'The 2011 Tennessee Tech Golden Eagles football team competed in the Ohio Valley Conference (OVC). The Ohio Valley Conference had 10 members competing in football.']",7.5896081046077
1052,5adc0d3355429944faac2400,When was one of the science fiction survival horror video game released for who's title Frictional Games AB was famous for?,22 September 2015,hotpot,"['Frictional Games AB is famous for the Amnesia series, a survival horror video game series. One of the games in the series is Amnesia: The Dark Descent.', ""Frictional Games AB is famous for their survival horror video game 'Amnesia'."", ""I'm not sure which game you are referring to but I can give you information about Frictional Games AB. They are famous for creating the Amnesia series, specifically Amnesia: The Dark Descent, as well as other survival horror games like SOMA, and Soma's predecessors Penumbra."", 'Frictional Games AB is famous for the survival horror video game series ""Amnesia"".', 'Frictional Games AB is famous for the title ""Amnesia.""']",17.449297763727287
1053,5add8f055542990dbb2f7e6d,Who conducted the negotiations  with the owners and the longest serving commandant of Auschwitz concentration and extermination camp?,Rudolf Höss,hotpot,"[""The negotiations you're referring to are likely those that took place with Rudolf Höss, who was the longest-serving commandant of Auschwitz concentration and extermination camp. \n\nHöss was captured by the British in 1946.  The negotiations you're referring to were conducted by  Antoni Brodzki, a Polish prosecutor, and  a British intelligence officer,  Major Norman Davies is incorrect,  the correct officer was  Major  James Clarke."", 'The negotiations you are referring to are those of Rudolf Höss, who was the longest-serving commandant of Auschwitz concentration and extermination camp, with the British. \n\nRudolf Höss was interrogated by British Major Ian Henderson, a British MI19 intelligence officer.', 'I do not have information about who conducted the negotiations with the owners and the longest serving commandant of Auschwitz concentration and extermination camp.', 'The negotiations you are referring to likely took place with Rudolf Höss, who was the longest-serving commandant of Auschwitz concentration and extermination camp. Rudolf Höss was captured by the British and later interrogated by Major Norman Lash, however it was a Polish officer named Józef Garliński who interrogated Höss about the camp.', 'I do not have information on who conducted negotiations with the owners and the longest serving commandant of Auschwitz concentration and extermination camp.']",38.75335693348629
1054,5ab521175542996a3a96a02d,In which European country was Aimé Félix Tschiffely born in?,Switzerland,hotpot,"['Aimé Félix Tschiffely was born in Switzerland.', 'I could not find any information about an individual named Aimé Félix Tschiffely.', 'I am unable to verify in which European country Aimé Félix Tschiffely was born in.', 'I am unable to verify in which European country Aimé Félix Tschiffely was born.', 'Aimé Félix Tschiffely was born in Switzerland.']",4.203477487253885
1055,5ac43d575542997ea680ca39, Ravi Khote:has included his music in which 2003 Indian drama?,Kal Ho Naa Ho,hotpot,"['I am unable to verify which 2003 Indian drama Ravi Khote included his music in.', 'I do not have enough information about Ravi Khote.', 'I do not have information on Ravi Khote and his involvement with a 2003 Indian drama.', 'I do not have information about Ravi Khote.', ""I'm sorry but I have no information about Ravi Khote or the 2003 Indian drama he was involved with.""]",9.567699462324304
1056,5a7c8cea55429935c91b5214,Focus is a 2015 American romantic crime comedy-drama film starring an Australian actress who was also cast in what soap opera?,Neighbours,hotpot,"[""The movie Focus (2015) stars Will Smith, but I believe you are referring to Margot Robbie, who is an Australian actress. She was cast in the soap opera 'Neighbours'."", ""The 2015 American romantic crime comedy-drama film 'Focus' stars Will Smith and Margot Robbie. \n\n Margot Robbie was also cast in the soap opera 'Neighbours'."", 'The 2015 film ""Focus"" stars Margot Robbie. Margot Robbie was also cast in the soap opera ""Neighbours"".', 'The 2015 film ""Focus"" stars Will Smith and Margot Robbie. Margot Robbie is an Australian actress. She was also cast in the soap opera ""Neighbours"".', 'The film ""Focus"" (2015) stars Will Smith and Margot Robbie. Margot Robbie is an Australian actress, and she was also cast in the soap opera ""Neighbours"".']",7.147067491113527
