question_id,question,reference,dataset_name
5ab7ba7555429928e1fe38b5,The Dukes of Hazzard was inspired by the 1975 film starring whom?,James Mitchum,hotpot
5ae22a08554299234fd0440b,Which Canadian heavy metal band is Safe  the second EP by ,Kittie,hotpot
5ae8295955429952e35eaa6d,"Henricus Antonius ""Han"" van Meegeren sold a forged painting to a military leader who was the recipient of what?",Pour le Mérite,hotpot
5ae618325542996de7b71b56,"Gerald Grosvenor, 6th Duke of Westminster was succeeded by the British aristocrat who is estimated to be worth how much?",US$13 billion,hotpot
5ac290e85542992f1f2b3916,What facility is shared by RAAF Base Williamtown and Newcastle Airport in New South Wales?,runway,hotpot
5ae10a5b55429920d52342a0,"Who was the director of the 2000 American comedy film in which the actress, whose first role in film was in director Martin Kunert's film ""Campfire Tales"", played a role?",Todd Phillips,hotpot
5a74d9c555429929fddd84fb,What is the surname of the Italian composer of the works for which the baritone Giovanni Polese was celebrated?,Verdi,hotpot
5ac029655542992a796decb3,"Which game is designed by more persons, Elfenland or San Marco?",San Marco,hotpot
5a7322a25542991f9a20c634,Was the Metropolitan Life Insurance Company Tower [Met Life Tower] or the 15 Hudson Yards building designed by the firm of Napoleon LeBrun & Sons?,The Metropolitan Life Insurance Company Tower,hotpot
5add2eab5542992ae4cec4da,"What is the nationality of the actor who costarred with Joe Chen and Jia Nailiang in ""Destined to Love You""?",Hong Kong,hotpot
5a78f18855429974737f7915,"Orange is the New Black, starring Annie Golden as Norma Romano, takes place in which minimum-security federal prison?",FCI Danbury,hotpot
5ae1b8075542997283cd2262,What muffler repair shop owner inspired Andrey Zvyagintsev's film Leviathan?,Marvin John Heemeyer,hotpot
5ae074aa5542993d6555eb54,Are Ash Lieb and Elswyth Thane both artists?,no,hotpot
5a8baf4b5542996e8ac889c5,"Which magazine has more issues each month, In These Times or Multinational Monitor?",Multinational Monitor,hotpot
5ab67c3f55429954757d32f9,Are Maro Ajemian and Patricia Field both pianists?,no,hotpot
5aba94e355429901930fa845,Jonathan Groff was 30 years old when he appeared in a historical musical written by whom?,Lin-Manuel Miranda,hotpot
5ab2d61155429916697740ff,"What kind of creative artist was Howell Conant, famed for his work with Grace Kelly?",photographer,hotpot
5a84c0765542991dd0999dd9,"Who was the main vocal of ""Set the Fire to the Third Bar""?",Gary Lightbody,hotpot
5ab8420555429919ba4e2290,The Ranters were a loose collection of radical so-called heretics whose main objection was with what major division of Christendom?,Roman Catholicism,hotpot
5a80afcf554299485f5986b9,Who else beside the  American university administrator and politician from the state of Oklahoma was part of the  Boren-McCurdy proposals?,David McCurdy,hotpot
5a80d2c6554299260e20a17c,British Airways and EasyJet are both based out of where?,London,hotpot
5ab8736455429916710eb058,Are Yut and Tsuro both board games?,yes,hotpot
5ab678f455429954757d32d3,What river runs near the tidal island of Eilean Tioram?,River Shiel,hotpot
5a77727555429972597f1540,Which actress appeared in Studio 60 on the Sunset Strip in 2007 and American Horror Story in 2014?,Sarah Paulson,hotpot
5a72dcb45542992359bc31af,What company did Rex Maughan aquire?,Aloe Vera of America,hotpot
5a77322055429972597f1494,Which software application was originally made for the company that acquired RadioShack in 1963?,DeskMate,hotpot
5a8889405542997e5c09a5f9,"What actor iin the 1999 remake of ""The Mummy"" appears in Drool?",Oded Fehr,hotpot
5a8c62f5554299585d9e367b,By what other names was the king known whose reign was the first included in the Year Books? ,Edward Longshanks and the Hammer of the Scots,hotpot
5ac2da27554299657fa2909f,Which town was home to a forward for the Western New York Flash? ,Oyster Bay,hotpot
5abbd34d5542993f40c73bc6,The Innviertel is a traditional Austrian region southeast of a river that is how many km long?,517 km,hotpot
5a83316b5542993344745fe5,What is the name of the show that the man that was drafted eighth overall in the 1995 NFL Draft co-hosts?,College Football Scoreboard,hotpot
5abaf6865542996cc5e49f3c,"What role did Thomas Doherty play in sitcom based on the Israeli series ""North Star""?",Sean,hotpot
5a711ef85542994082a3e5ac,"Which hospital, the Psychiatric Institute of Washington or Howard University Hospital, is known for serving the African American community including former slaves?",Howard University Hospital,hotpot
5a7a2dac5542990198eaf0b6,"Who is younger, Keisuke Kuwata or Moya Brennan?",Keisuke Kuwata,hotpot
5abf1a6b5542997ec76fd3c1,From which alphabet was this alphabet derived that the name of the club Ilysiakos B.C. has the starting letter of?,Phoenician alphabet,hotpot
5a84a4e35542992a431d1a81,"Does Jimmy Barnes have more hits, both solo and in a group, than Yang Seung-ho has with his group?",yes,hotpot
5a88c4175542997e5c09a6ae,What is the real name of the clock one can see on a clear day from Denmark Hill?,Great Bell of the clock,hotpot
5ae1467a554299422ee99659,Rebecca M. Bergman is the President of a college affliated with what church?,Evangelical Lutheran Church,hotpot
5a8ee02955429917b4a5bdfa,"Rex Salas is an American record producer who worked with an American singer and actress who has been described as embodying female autonomy in a male-dominated industry, and is sometimes referred to as what?",Goddess of Pop,hotpot
5ae2090a5542997f29b3c214,Kieran Crichlow is a footballer from what island in the Lesser Antilles?,Barbados,hotpot
5a79bed05542994bb9457053,"Who is younger, Dan Bejar and Makoto Koshinaka?","Makoto, born July 15, 1980",hotpot
5a7a69365542996c55b2dd9b,Which film was Shannyn Sossamon in that was directed by Michael Lehmann?,40 Days and 40 Nights,hotpot
5ae4ec1e5542990ba0bbb19b,"In between The Bears and I and Oceans which was released on July 31, 1974, by Buena Vista Distribution?",The Bears and I,hotpot
5ae4ce835542990ba0bbb14d,What surrounding river in a Canadian province was Erin Wall born near?,Bow River,hotpot
5a8b6d885542997f31a41d25,"Which actress is ""Beyond Rangoon"" was also in ""True Romance"" and ""Ed Wood?""",Patricia Arquette,hotpot
5abbc7a055429931dba1451b,In what order does Three Colours: Blue appear in the Three Colours trilogy?,first,hotpot
5a74f8bd5542993748c8976a,"Which head coach has led their team for a longer period of time, Tim Cluess or Steve Prohm?",Tim Cluess,hotpot
5a8b120755429949d91db4a4,What country of origin does André Holland and 42 have in common?,American,hotpot
5ab2f53d5542991669774157,Larry Mosley and his cousin Shane Mosley both box in which division?,Welterweight,hotpot
5ae4f6c755429960a22e022a,What is the 2010 population of the village at which Smith Haven Mall was located? ,"11,163",hotpot
5ab5cedf554299488d4d9a34,Cudjoe Kazoola Lewis was brought illegally to the United States on board a ship that was how many feet long?,86 ft,hotpot
5ac562985542993e66e823ca,Otterington railway station was on a 393 mi major railway that linked Edinburgh to what city?,London,hotpot
5a79257b55429974737f79a7,What military formation were participated in by both Oscar W. Koch and General George Smith Patton Jr. ?,Third Army,hotpot
5abd516a5542992ac4f3825c,What religion is the composer for India's first science fiction film series?,Hindi,hotpot
5ab281ec554299449642c8d1,"Red Bend Catholic College contributes 800 students of the 7,560 population of what central west region of south Wales, Australia town?","Forbes in the Central West region of New South Wales, Australia",hotpot
5ac0f7df554299012d1db667,"The ""Happy Fun Ball"" was the subject of a series of parody advertisements on a show created by who?",Lorne Michaels,hotpot
5a8f53ad5542992414482a50,"What year did the infantry regiment featured in the 2006 film ""Only the Brave"" begin?",1944,hotpot
5ab2b7c1554299166977406a,What was the name of the lawyer who took the main role in the report that helped land Pete Rose a lifetime suspension from baseball?,John M. Dowd,hotpot
5ac2f6b8554299677310265f,Henry W. Bloch School of Management is named after the founder of an American tax preparation company that is based where?,Kansas City,hotpot
5a7642f7554299109176e6e8,who is younger Ulrich Walter or  Luca Parmitano?,Luca Parmitano,hotpot
5add67555542992ae4cec54e,Which of these battles occurred earlier--the Battle of Peleliu or the Battle of Belleau Wood?,The Battle of Belleau Wood,hotpot
5abe36aa5542993f32c2a08f,Was American Scientist or Dwell published first?,American Scientist,hotpot
5adce3b95542990d50227d56,What profession is shared by both Monty Banks and George Seaton?,film director,hotpot
5abf08985542997719eab625,"Which band was formed first, Circus Diablo or Magic Dirt?",Magic Dirt,hotpot
5ae32e125542991a06ce9946,"According to the 2001 census, what was the population of the city in which Kirton End is located?","35,124",hotpot
5a8dee2455429917b4a5bce1,What other film did the star of 127 Hours act in?,Pineapple Express,hotpot
5a8f7a7055429918e830d230,The Midland Regional Hospital in managed by what cabinet that exercises executive authority in the Republic of Ireland?,managed by the Irish Government's Health Service Executive,hotpot
5ac3b8b8554299741d48a301,"Which Kevin Costner movie included an actor who also starred in ""Little Big League""?","""Field of Dreams""",hotpot
5adc3a7055429947ff173913,What is the nationality of the poet who wrote Une Tempete and first performed it in Tunisia?,French,hotpot
5a82930655429966c78a6a5e,"Which season did the UCF Knights represent at an American metropolitan public research university in Orlando, Florida?",2010 NCAA Division,hotpot
5a776a7055429966f1a36d32,What was the nationality and profession of the person responsible for the concept of a dimensionless number in physics and engineering?,French mathematician and physicist,hotpot
5a7cc28f554299452d57ba1c,"The 1996 AT&T Challenge was a tennis tournament played in a city that in 2017 ranked third on the ""USA TODAY"" list of what?",50 best cities to live in,hotpot
5a78bd9b554299078472774a,What nationality were social anthropologists Alfred Gell and Edmund Leach?,British,hotpot
5a7b2c9155429927d897bf51,"Who was born first, Little Feat's Lowell George, or Ian Hunter from Mott the Hoople?",Ian Hunter,hotpot
5a8a49cd55429930ff3c0d71,"Which genus has more species, Cymbidium or Patrinia?",Cymbidium,hotpot
5ae383e15542992f92d822fb,"Which film is newer, The Apple Dumpling Gang or Heavyweights?",Heavyweights,hotpot
5ae1c90e554299234fd042f7,Which CEO of FedEx becked  Value America ,"Frederick Wallace ""Fred"" Smith",hotpot
5a778a165542995d831811a9,"Who gained recognition earlier, Tim Roth or Polly Draper","Timothy Simon ""Tim"" Roth",hotpot
5ae1ee6d5542997283cd22fd,Taylor Nichols was part of the ensemble cast of which 1995 American black comedy and psychological horror film?,Headless Body in Topless Bar,hotpot
5abfd3ba5542994516f4550a,"Of the retired tennis players Ross Case and Slobodan Živojinović, which player reached a higher career-high singles ranking?",Ross Case,hotpot
5ae68a065542991bbc97611e,How many newspapers are in the group that Hills Valley Weekly is a part of?,11,hotpot
5a7bf0d75542996dd594b85c,"What American actor born in 1946 was in a 1996 martial arts film written, produced, and directed by Donald G. Jackson and is also the uncle of Charlie Sheen?","Joseph ""Joe"" Estevez",hotpot
5ae0bb2c5542993d6555ec27,The King of Hollywood starred in what 1932 American pre-Code dram film?,Strange Interlude,hotpot
5ae4dd0955429960a22e0201,Which American former competitive swimmer was Mitzi Kremer team mate,Dara Grace Torres,hotpot
5ae57d3a554299546bf82ee6,After Russell D. Moore served at the Southern Baptist Theological Seminary he became the President of The Ethics & Religious Liberty Commission (ERLC) in what year?,2013,hotpot
5a815f445542995ce29dcbec,"Aside from the all-NBA third team member in 1995 who was also a three-time NBA All-Star and the NBA Sixth Man of the Year twice, which other two players were selected for the 1997 NBA All-Star Game from the Seattle SuperSonics?","Gary Payton, Shawn Kemp",hotpot
5a7735f55542994aec3b7226,"Who won Miss America 2013, which was the 86th Miss America pageant held at the PH Live in Las Vegas?",Mallory Hytes Hagan,hotpot
5ac12275554299012d1db6a3,Charlie Rowe plays Billy Costa in a film based on what novel?,"""Northern Lights""",hotpot
5ab841d15542990e739ec89d,Clifford Odets was seen as a successor to a Nobel Prize winner known as what?,American playwright and Nobel laureate in Literature,hotpot
5ae7b001554299540e5a5645,"Brandy was handpicked by a producer that herself had been recognized by the ""Guinness World Records"" for what?",most awarded female act of all-time,hotpot
5ae779a555429952e35ea931,"Orson Welles made Filming the Trial, a making-of film of the production of The Trial, which was originally filmed where?",Europe,hotpot
5ac275e755429921a00aaf81,From what nation is the football player who was named Man of the Match at the 2001 Intercontinental Cup?,Ghana,hotpot
5abd4c6d5542993062266c47,What is the home stadium where Dai Xianrong predominantly played?,Tianhe Stadium,hotpot
5a8ba9d255429971feec4759,Camp Courtney was named after the Major killed in action at the battle codenamed what?,Operation Iceberg,hotpot
5ae6638555429908198fa5ba,What conference does Ralphie the Buffalo's football team play in?,Pac-12,hotpot
5a77c15f5542997042120b1c,"In the British experimental jazz band Polar Bear, who handles digital devices?",Leafcutter John,hotpot
5a7518cb55429916b0164259,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,hotpot
5a7f85505542995d8a8dde95,What is the name of the album released by a British heavy metal band in February of 1981 that contains a reference to a highway?,Point of Entry,hotpot
5ae13bca55429901ffe4ae17,Which American singer-songwriter toured with J.P. Doherty in 2007 on Cyndi Lauper's True Colors tour?,Debbie Harry,hotpot
5ac55ea55542993e66e82377,Pacific Mozart Ensemble performed which German composer's Der Lindberghflug in 2002?,Kurt Julian Weill,hotpot
5ab8ee035542991b5579f04b,Are Hot Rod and The Memory of Our People both magazines?,yes,hotpot
5a77731955429972597f1541,"What town in Piscataquis County, Maine, housed the smallest railroad in the United States in 1890?","Monson, Maine",hotpot
5abcfcf0554299114383a1b4,Where in the traditional West Riding of Lindsey is the Trolleybus Museum Located?,Isle of Axholme,hotpot
5adf9ea05542992d7e9f93bf,What running back ended his career in 2006 and was one of the rushers Matt O'Dwyer blocked for?,Curtis Martin,hotpot
5ac1c18855429964131be279,"In the CBS television sitcome Double Rush, Johnny Verona, manager of a bicycle delivery service in New York City was played by an actor of what nationality?",American,hotpot
5a7dff595542997cc2c474eb,Who was the husband of Kalanipauahi's niece?,Charles Reed Bishop,hotpot
5a770d785542993569682cad,The Stone Book series is set in what country? ,North West England,hotpot
5a7efd2f5542994959419a9c,"Which band opened for more major international acts, Blessid Union of Souls or Blue Peter?",Blue Peter,hotpot
5ae65b845542992ae0d162f1,Where in the northernmost and largest freguesia can we find the Communications Museum?,"Macau, China",hotpot
5ade9545554299728e26c741,What is special about the wristwatches that Favre-Leuba manufactures?,Swiss made,hotpot
5a79093955429974737f794b,"Which writer had a longer lifespan, Ann-Marie MacDonald or Michel Butor?",Michel Butor,hotpot
5a792f3e554299029c4b5f20,What was the name of a land where Maria Anna of Spain's husband was king?,Hungary,hotpot
5ac017945542997d642959bc,What film did the sound editor for a 2013 Hong Kong-Chinese martial arts drama film based on the life story of the Wing Chun grandmaster Ip Man win two Academy Awards for?,"""Hacksaw Ridge""",hotpot
5ae5e1345542996de7b71a50,What fictional character created by Tom Clancy was turned into a film in 2002?,Jack Ryan,hotpot
5ae142c455429920d5234355,What colloquial umbrella do Rutgers and the many Ivy league schools fall under?,colonial colleges,hotpot
5a7e04b05542995f4f40238a,Macclesfield Town F.C. plays in the league sponsored by whom?,Vanarama,hotpot
5abb14a55542992ccd8e7f06,How many constituents does Greg Gianforte's district have?,just over 1 million,hotpot
5ae184185542990adbacf7ac,Are Waco Regional Airport and Idaho Falls Regional Airport both city owned airports?  ,yes,hotpot
5ab9c7c355429939ce03dc17,What regular performer at the R-26 club in Paris was known for her banana-themed costume?,Josephine Baker,hotpot
5a803ed45542996402f6a496,"Which song, released on December 7, 2008 was co-written by Liz Rose?",White Horse,hotpot
5ade90aa554299728e26c733,How does George Abbott's career connect to the drama film Heat Lightning?,"American theater producer and director, playwright, screenwriter",hotpot
5adf94e05542995534e8c7f7,"What is the name of the range of characteristics pertaining to, and differentiating between, masculinity and femininity which Mary Karooro Okurut was appointed to in 2012 as Minister of?",Gender and Social Issues,hotpot
5ab7f1b65542991d322237d3,Bridge of Spies stars a Soviet intelligence officer with what name?,Rudolf Abel,hotpot
5ae01b8855429925eb1afc14,"When was the German actress born who is best known for her role as the Borg Seven of Nine and who has role in  ""Body of Proof"" as Dr. Kate Murphy?","February 22, 1968",hotpot
5a7b55bc55429927d897bf98,How many assists did the Bosnian football player account for during the 2008–09 VfL Wolfsburg season?,20 assists,hotpot
5ac31602554299741d48a1bf,"Which of the actress starred in  Zombie Night appeared in the 1998 erotic thriller ""Wild Things""?",Jennifer Taylor,hotpot
5a8e3dc05542995085b37401,"Which case was decided first, Selle v. Gibb or Reynolds v. Sims?",1964,hotpot
5a735bae55429901807dafef,Which indigenous people of the Ryukyu Islands were massacred in the Mudan incident of 1871?,Ryukyuan people,hotpot
5a7f7ca25542994857a76747," Keith Konrad Slettedahl appeared on which season of ""How I Met Your Mother""?",first,hotpot
5aba7c7155429955dce3ee58,"Produce 101, which produced I.O.I, cost the company Mnet how much to produce?",about four billion won,hotpot
5a7b374c5542995eb53be8cc,Which city was the man who is known for a science humor story based on the tongue-in-cheek combination of two adages born in?,"New York City, New York",hotpot
5a847edd554299123d8c2272,Were the Commodore 16 and Prológica CP-400 from the same country?,no,hotpot
5a7790ed5542992a6e59defb,Name three common things that are used in playing Monopoly and King of Tokyo?,"dice, cards, and boards",hotpot
5ab7bf3f5542991d322237a8,Edoardo Soleri is playing on loan from which Italian football club?,A.S. Roma,hotpot
5a8f608d5542992414482a94,The Pollution Prevention Act of 1990 expanded a publicly available or private database?,publicly available,hotpot
5a79a26d554299029c4b5f63,"The founder of The Covenant, The Sword, and the Arm of the Lord is a close associate of what man responsible for the Oklahoma City bombing?",Timothy James McVeigh,hotpot
5adf37955542993a75d2642e,"What year did the actor, who appeared in ""One Life to Live"" and ""General Hospital"" in 2012, earn a Daytime Emmy Award?",1994,hotpot
5ae4c96355429913cc204506,How many members does the lower house of the state legislature in which Samuel Leavitt served have?,400 members,hotpot
5ae4c49a5542995dadf24400,"Henry Hall is known for fighting in the Revolutionary War, and for being the first to successfully cultivate this food found in what type of bogs?",acidic,hotpot
5a846acc5542993344746117,"What actor, who passed away in 1942 was also the producer of the stage version of the 1940 spy film which stars Boris Karloff and Margaret Lindsay?",George M. Cohan,hotpot
5adc82fc554299438c868dce,How many Major League Baseball teams usually attend the meeting where the John H. Johnson President's Award is awarded?,30 Major League Baseball teams,hotpot
5a82626655429966c78a6a08,"Who has been a member of more music bands, Ian MacKaye or Brody Dalle?",Ian Thomas Garner MacKaye,hotpot
5ab520dd5542996a3a96a02c,"Which US State, hIstorically dominated by the Republican party from 1860 to 1932 is represented by State Senator George D. Maziarz?",New York,hotpot
5a77d4eb55429949eeb29f74,"Who was born first, Yanka Dyagileva or Alexander Bashlachev?",Alexander Nickolaevich Bashlachev,hotpot
5ae27df25542992decbdcd2a,Were Max Jacob and Connie May Fowler both memoirists?,no,hotpot
5a76fe7b5542994aec3b71b2,"Eric Stark Maskin was a  teacher for which university, located in New Jersey?",The Institute for Advanced Study,hotpot
5a7ec95b55429934daa2fc67,Were Gregory La Cava and Mike Judge both actors? ,no,hotpot
5a79d2fe5542994f819ef0c3,"Who was born first, Aleksandr Ivanovsky or Arthur Lubin?",Aleksandr Ivanovsky,hotpot
5abc039a5542993f40c73c49,The Adoption and Safe Families Act and the Adoption 2002 Initiative were both instituted under which administration?,Clinton,hotpot
5a8adbf55542992d82986fab," Hans Florian Zimmer composed The original music score for  Pacific Heights, since the 19080's how many films has he composed music for?",over 150 films,hotpot
5add18345542994ed6169c7e,What liberal arts college has their athletic teams named the Lincoln Memorial Railsplitters?,Lincoln Memorial University,hotpot
5a7ec6f355429934daa2fc61,"Which magazine is based out of more countries, Adventist World or Baseball Digest?",Adventist World,hotpot
5a8d4fbf5542994ba4e3dc68,In which county is this site located where Operation Buster–Jangle was conducted?,Nye County,hotpot
5a77626b5542993569682d77,"What actress is known for a starring role in Robert Bresson's ""Pickpocket"" and has also been directed by Just Jaeckin, a former photographer?",Marika Nicolette Green,hotpot
5ac3c0495542995ef918c215,SLS station was designed to allow access to the area of Las Vegas that includes a hotel and casino in what other town?,Winchester,hotpot
5a7ca33f5542990527d554ee,"Which restaurant chain is based further south, Pizza Fusion or Imo's Pizza?",Pizza Fusion,hotpot
5ae361805542992e3233c3c9,"What university did the last Detroit Pistons player to wear the number retired in honor of a player nicknamed ""The Worm"" attend?",Georgetown University,hotpot
5a7a9ed55542995eb53be87d,"What king took away John Erskine, Earl of Mar's office?",George I,hotpot
5ab2b863554299295394685a,New Hampshire Route 118 runs through a region whose norther boundary begins at which town?,Cushman,hotpot
5a77cb335542997042120b3a,What American professional Hawaiian surfer born 18 October 1992 won the Rip Curl Pro Portugal?,John John Florence,hotpot
5a7af1a955429931da12c98f,Which Karakoram mountain is higher: Distaghil Sar or The Crown,Distaghil Sar,hotpot
5a7c988755429935c91b524d,"A play that was first performed on February 16th, 1728, at the Theatre Royal, was written by an English novelist who was also the author of what novel?",Tom Jones,hotpot
5a79c9395542994bb94570a2,Which two occupations does Ronnie Dunn and Annie Lennox have in common?,"singer, songwriter",hotpot
5a790e69554299148911f9d7,Who was the older brother of the leader who asked Juan Romero de Figueroa to remain at his parish?,Joseph I,hotpot
5ab840e255429934fafe6d3b,"Hudson Austin formed a military government with himself as chairman to rule Grenada, after the killing of a Grenadian politician who was the leader of what movement that was an effort in the areas of socio-economic development, education, and black liberation?",New Jewel Movement,hotpot
5adcfb5f5542990d50227d81,Are Grant Nicholas and Danny Shirley both American singers?,no,hotpot
5adce3265542992c1e3a2466,What title did the author of Det norske Theater's first production hold ? ,Baron of Holberg,hotpot
5a88a1bb5542997e5c09a64c,Who directed a 2006 film where Ron Perkins character plays the manager of a hotel?,Christopher Nolan,hotpot
5a7622d75542994ccc9186f1,"Who was born earlier, Garry Marshall or Leni Riefenstahl?","""Leni"" Riefenstahl",hotpot
5ae4a2b25542995ad6573de0,Red Mountain is a film that centers on an attempt by a group of what group of Civil War rangers?,pro-Confederate,hotpot
5ab6cce1554299710c8d1f67,From which phrase the name of the place where Hazina Towers is under construction?,Maasai phrase,hotpot
5a81028b55429938b614228a,"For which film did the Director team with NASA scientists, Aliens of the Deep or Poetry in Motion?",Aliens of the Deep,hotpot
5ab27287554299722f9b4d2c,Which of the following board games accommodates up to 10 players: The Game of Life or the History of the World?,The Game of Life,hotpot
5ae7eed8554299540e5a56b5,"No issue, lelo tissue was started by which company that has the largest mobile network in Pakistan?",Jazz,hotpot
5a8555ea5542992a431d1b07,"The movie that was the directorial debut of Jonathan Glazer included the musical piece Lujon. Which other movie that has the letter ""B"" in it also includes this piece?",The Big Lebowski,hotpot
5ae72fc5554299572ea54770,Mundawar is a city 140km from which State capital of Rajasthan?,Jaipur,hotpot
5ac0d5cf554299294b219026,An American Werewolf in Paris was a partial sequel to the comedy film starring whom?,"David Naughton, Jenny Agutter and Griffin Dunne",hotpot
5a81537355429926c1cdad20,What conference champions were putted against each other in the first NBA Finals in which the Orlando Magic's played?,Eastern Conference champion Orlando Magic against the Western Conference champion Houston Rockets.,hotpot
5add56ad5542992200553abf,"What resort in Biloxi, Mississippi does the Chief Operating Officer of the largest single hotel in the United States oversee?",Beau Rivage,hotpot
5a84ac585542991dd0999d72,"What former city, now the fourth-largest Russian city, was the Belarusian State Technological University evacuated to in 1941?",Sverdlovsk,hotpot
5a77d2d25542992a6e59dfe2,"What song was on an American radio network that is owned by Disney Channels Worldwide, Inc. is a song by Senegalese-American R&B and rapper Akon? ","""Lonely""",hotpot
5adce0f455429947343537bd,"David Sinclair is a fictional character in ""Numb3rs"", a crime drama produced by what company headquartered in New York City and Los Angeles?",CBS Corporation,hotpot
5ae25d2b554299495565da46,"Who has more singles titles, Brian Gottfried or Peter Fleming?",21,hotpot
5abbe09d55429931dba145c0,What did one of Electron Blue writer who is also an american musician found?,the alternative rock band R.E.M.,hotpot
5ae04ea555429924de1b709e,Rawlins Park is a small public park in a neighborhood that got its name due to what ?,its riverside location,hotpot
5ae083b75542993d6555eb85,"Who was an actor actor in the film The Ladder of Lies and was born October 23, 1893?",Jean Acker,hotpot
5ae363e85542994393b9e6a5,Thomas Parker Sanborn was a model for the protagonist in the only novel by a poet originally from what country?,Spain,hotpot
5add3b035542997545bbbcce,The Gate is a song from the album scheduled for release in what month?,November 2017,hotpot
5adfe37c554299025d62a377,Kasper Peter Schmeichel is the son of a professional footballer who was voted what in 1992 and 1993?,IFFHS World's Best Goalkeeper,hotpot
5a802fb8554299485f598582,Careers and The Really Nasty Horse Racing Game are both what kind of game?,board game,hotpot
5a90629855429916514e749e,What is one risk to Norway's financial reserve?,terrorist activity,hotpot
5a81711455429938b614233e,"Are both ""Cooking Light"" and ""Vibe"" magazines?",yes,hotpot
5ac3c10a554299204fd21e33,"""Call Me Mañana"" is a song by a group that has sold how many records?",over 30 million,hotpot
5ab71b5c5542991d3222377e,What is a luxury goods company long Northern Boulevard in the Miracle Mile?,Gucci,hotpot
5ae0f5fc554299422ee9957c,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,Aristotle,hotpot
5ab9d13455429939ce03dc31,Margaret Wilson and Edna St. Vincent Millay have both been given what?,Pulitzer Prize,hotpot
5a88b513554299206df2b338,"What type of place does Regency Road, Adelaide and Klemzig, South Australia have in common?",city,hotpot
5ac2cb3e5542996773102627,"What is the population of the settlement that is next smaller than the city with a population of 67,038 on the Argentine side of Tierra del Fuego?","1,382",hotpot
5a80ad19554299485f5986a8,"In addition to his role in The Fattest Man in Britain, Bobby Ball is best known for his half of the doublt act Cannon and Ball with which other comedian?",Tommy Cannon,hotpot
5adcdf455542994ed6169c11,What where both Hawker Hurricane and No. 1455 Flight apart of?,Royal Air Force,hotpot
5a77174f55429966f1a36c4c,Simone de Beauvoir partnered with the person whose journal would be called what?,Les Temps modernes,hotpot
5a886b7555429938390d3f4d,When did the party inspired by Cacareco begin in Canada?,1960s,hotpot
5a8eed625542995085b374b9,Which system of parliament was modeled after the United Kingdom and is also used in Canada? ,Westminster system,hotpot
5ab4b2935542996a3a969fb5,"Between Death in the Afternoon and Hennchata, whose inventor has more literary fame?",Death in the Afternoon,hotpot
5abbd5a75542993f40c73bd3,What country can the scopula nucleata be found in?,West Africa,hotpot
5ab930c75542996be202043a,What other series is the actress who plays Malory Archer well known for?,Arrested Development,hotpot
5ade895955429975fa854ef5,In what year did the conference in which the 2005 Air Force Falcons participated begin operations?,1999,hotpot
5a78d38455429970f5fffd94,Who is one other client that is represented by the same person that also represents a barrister at Doughty Street Chambers?,Angelina Jolie,hotpot
5abebb8f5542994516f4540a,Which English singer from the 1960s has an album entitled Dangerous Acquaintances released in 1981?,Marianne Evelyn Gabriel Faithfull,hotpot
5ac4e593554299076e296e37,"OU812 was the second album to feature a vocalist that also played what instrument in ""Finish What Ya Started""?",rhythm guitar,hotpot
5ac119335542992a796dede4,I'd Come for You is a single by the band formed in what Alberta city?,Hanna,hotpot
5abf92c45542993fe9a41e07,"Southern California Logistics Airport is how many miles northwest of Victorville, California?",8 miles,hotpot
5ae0038655429925eb1afbe0,"Which is a Macedonian weekly, Hänt Extra or Tea Moderna?",Tea Moderna,hotpot
5a8aa5835542996c9b8d5f4e,"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",Midnight Oil,hotpot
5a72944c5542994cef4bc351,"What man, born in 1963, was instrumental in bringing the Boston Red Sox to the stadium City of Palms Park in Fort Myers, Florida?",Mike Greenwell,hotpot
5a8f60175542992414482a90,"When was the game, in which Drew Gehling voices Gord, released for PlayStation 2?",17 October 2006,hotpot
5abffa095542990832d3a1de,What is the middle name of the actor who hosted the24th People's Choice Awards with  Reba McEntire ?,Albert,hotpot
5a9064d05542990a9849360f,"What actor's debut film also starred an actor who received four National Film Awards and eight Filmfare Awards, as well as an Academy Award nomination?",Tariq Khan,hotpot
5abdbf3755429933744ab818,Have Tionne Watkins and Park So-yeon both been members of a girl group?,yes,hotpot
5abaee665542992ccd8e7e5f,"Who is the patron saint of Europe and has a historical religions building in Castres, Languedoc, France named after him?",Benedict of Nursia,hotpot
5a886098554299206df2b248,What type of profession does Alexandra David-Néel and Jack Kerouac have in common?,writer,hotpot
5ae1e2765542997f29b3c162,Evan Williams played for what professional football club that was originally known as St. Luke's FC?,Wolverhampton Wanderers Football Club,hotpot
5ae6828f5542996d980e7bb9,Salisbury Woodland Gardens links a zoo with a park designed and built under the watchful eye of who?,Thomas Mawson,hotpot
5ac4f33355429924173fb507,where is the Vanderbilt mansion which Ochre Point–Cliffs Historic District is its home located ,Ochre Point Avenue,hotpot
5ab67f4c55429953192ad2d9,What sport does 200-foot game and Jonathan Toews have in common?,ice hockey,hotpot
